LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes;
CHE;STINT;TOT;PC_PA;Q;1999-Q3;0.8966666;;
CHE;STINT;TOT;PC_PA;Q;1999-Q4;1.637.892;;
CHE;STINT;TOT;PC_PA;Q;2000-Q1;2.356.179,00;;
CHE;STINT;TOT;PC_PA;Q;2000-Q2;3.147.938;;
CHE;STINT;TOT;PC_PA;Q;2000-Q3;3.332.753;;
CHE;STINT;TOT;PC_PA;Q;2000-Q4;3.299.279;;
CHE;STINT;TOT;PC_PA;Q;2001-Q1;3.260.437,00;;
CHE;STINT;TOT;PC_PA;Q;2001-Q2;3.089.153;;
CHE;STINT;TOT;PC_PA;Q;2001-Q3;275.498;;
CHE;STINT;TOT;PC_PA;Q;2001-Q4;1.820.004;;
CHE;STINT;TOT;PC_PA;Q;2002-Q1;1.557.215,00;;
CHE;STINT;TOT;PC_PA;Q;2002-Q2;1.236.638;;
CHE;STINT;TOT;PC_PA;Q;2002-Q3;0.6438743;;
CHE;STINT;TOT;PC_PA;Q;2002-Q4;0.557213;;
CHE;STINT;TOT;PC_PA;Q;2003-Q1;0,39;;
CHE;STINT;TOT;PC_PA;Q;2003-Q2;0.165461;;
CHE;STINT;TOT;PC_PA;Q;2003-Q3;0.143519;;
CHE;STINT;TOT;PC_PA;Q;2003-Q4;0.135748;;
CHE;STINT;TOT;PC_PA;Q;2004-Q1;0,14;;
CHE;STINT;TOT;PC_PA;Q;2004-Q2;0.2606613;;
CHE;STINT;TOT;PC_PA;Q;2004-Q3;0.5347604;;
CHE;STINT;TOT;PC_PA;Q;2004-Q4;0.628452;;
CHE;STINT;TOT;PC_PA;Q;2005-Q1;0,68;;
CHE;STINT;TOT;PC_PA;Q;2005-Q2;0.6670547;;
CHE;STINT;TOT;PC_PA;Q;2005-Q3;0.6878226;;
CHE;STINT;TOT;PC_PA;Q;2005-Q4;0.863703;;
CHE;STINT;TOT;PC_PA;Q;2006-Q1;1.053.299,00;;
CHE;STINT;TOT;PC_PA;Q;2006-Q2;1.318.094;;
CHE;STINT;TOT;PC_PA;Q;2006-Q3;1.587.674;;
CHE;STINT;TOT;PC_PA;Q;2006-Q4;1.867.997;;
CHE;STINT;TOT;PC_PA;Q;2007-Q1;2.131.277,00;;
CHE;STINT;TOT;PC_PA;Q;2007-Q2;2.408.557;;
CHE;STINT;TOT;PC_PA;Q;2007-Q3;2.538.212;;
CHE;STINT;TOT;PC_PA;Q;2007-Q4;2.330.589;;
CHE;STINT;TOT;PC_PA;Q;2008-Q1;2.318.223,00;;
CHE;STINT;TOT;PC_PA;Q;2008-Q2;2.084.308;;
CHE;STINT;TOT;PC_PA;Q;2008-Q3;2.087.264;;
CHE;STINT;TOT;PC_PA;Q;2008-Q4;0.49971;;
CHE;STINT;TOT;PC_PA;Q;2009-Q1;0,12;;
CHE;STINT;TOT;PC_PA;Q;2009-Q2;0.095964;;
CHE;STINT;TOT;PC_PA;Q;2009-Q3;0.069861;;
CHE;STINT;TOT;PC_PA;Q;2009-Q4;0.08811966;;
CHE;STINT;TOT;PC_PA;Q;2010-Q1;0,12;;
CHE;STINT;TOT;PC_PA;Q;2010-Q2;0.11;;
CHE;STINT;TOT;PC_PA;Q;2010-Q3;0.2298773;;
CHE;STINT;TOT;PC_PA;Q;2010-Q4;0.207367;;
CHE;STINT;TOT;PC_PA;Q;2011-Q1;0,15;;
CHE;STINT;TOT;PC_PA;Q;2011-Q2;0.1235407;;
CHE;STINT;TOT;PC_PA;Q;2011-Q3;-0.2939843;;
CHE;STINT;TOT;PC_PA;Q;2011-Q4;-0.007357;;
CHE;STINT;TOT;PC_PA;Q;2012-Q1;0,05;;
CHE;STINT;TOT;PC_PA;Q;2012-Q2;-0.017869;;
CHE;STINT;TOT;PC_PA;Q;2012-Q3;-0.16139;;
CHE;STINT;TOT;PC_PA;Q;2012-Q4;-0.04725367;;
CHE;STINT;TOT;PC_PA;Q;2013-Q1;-0,05;;
CHE;STINT;TOT;PC_PA;Q;2013-Q2;-0.05714267;;
CHE;STINT;TOT;PC_PA;Q;2013-Q3;-0.06118067;;
CHE;STINT;TOT;PC_PA;Q;2013-Q4;-0.02151067;;
CHE;STINT;TOT;PC_PA;Q;2014-Q1;-0,04;;
CHE;STINT;TOT;PC_PA;Q;2014-Q2;-0.02188867;;
CHE;STINT;TOT;PC_PA;Q;2014-Q3;0.04666667;;
CHE;STINT;TOT;PC_PA;Q;2014-Q4;0.03333334;;
CHE;STINT;TOT;PC_PA;Q;2015-Q1;-0,72;;
CHE;STINT;TOT;PC_PA;Q;2015-Q2;-0.7833334;;
CHE;STINT;TOT;PC_PA;Q;2015-Q3;-0.758077;;
CHE;STINT;TOT;PC_PA;Q;2015-Q4;-0.6582053;;
CHE;STINT;TOT;PC_PA;Q;2016-Q1;-0,9;;
CHE;STINT;TOT;PC_PA;Q;2016-Q2;-0.7658333;;
CHE;STINT;TOT;PC_PA;Q;2016-Q3;-0.7566667;;
CHE;STINT;TOT;PC_PA;Q;2016-Q4;-0.8;;
CHE;STINT;TOT;PC_PA;Q;2017-Q1;-0,82;;
CHE;STINT;TOT;PC_PA;Q;2017-Q2;-0.815;;
CHE;STINT;TOT;PC_PA;Q;2017-Q3;-0.8475;;
CHE;STINT;TOT;PC_PA;Q;2017-Q4;-0.7933334;;
CHE;STINT;TOT;PC_PA;Q;2018-Q1;-0,77;;
CHE;STINT;TOT;PC_PA;Q;2018-Q2;-0.77016;;
CHE;STINT;TOT;PC_PA;Q;2018-Q3;-0.8016667;;
CHE;STINT;TOT;PC_PA;Q;2018-Q4;-0.7933334;;
CHE;STINT;TOT;PC_PA;Q;2019-Q1;-0,78;;
CHE;STINT;TOT;PC_PA;Q;2019-Q2;-0.79963;;
CHE;STINT;TOT;PC_PA;Q;2019-Q3;-0.7166666;;
CHE;STINT;TOT;PC_PA;Q;2019-Q4;-0.7152633;;
CHE;STINT;TOT;PC_PA;Q;2020-Q1;-0,66;;
CHE;STINT;TOT;PC_PA;Q;2020-Q2;-0.6947233;;
CHE;STINT;TOT;PC_PA;Q;2020-Q3;-0.71;;
CHE;STINT;TOT;PC_PA;Q;2020-Q4;-0.7133333;;
CHE;STINT;TOT;PC_PA;Q;2021-Q1;-0,73;;
CHE;STINT;TOT;PC_PA;Q;2021-Q2;-0.73;;
CHE;STINT;TOT;PC_PA;Q;2021-Q3;-0.7883334;;
CHE;STINT;TOT;PC_PA;Q;2021-Q4;-0.706;;
CHE;STINT;TOT;PC_PA;Q;2022-Q1;-0,66;;
CHE;STINT;TOT;PC_PA;Q;2022-Q2;-0.5916666;;
CHE;STINT;TOT;PC_PA;Q;2022-Q3;0.1333333;;
CHE;STINT;TOT;PC_PA;Q;2022-Q4;0.6066667;;
FRA;STINT;TOT;PC_PA;Q;1970-Q1;9,92;;
FRA;STINT;TOT;PC_PA;Q;1970-Q2;9.186.666;;
FRA;STINT;TOT;PC_PA;Q;1970-Q3;8.673.333;;
FRA;STINT;TOT;PC_PA;Q;1970-Q4;7.92;;
FRA;STINT;TOT;PC_PA;Q;1971-Q1;6.376.667,00;;
FRA;STINT;TOT;PC_PA;Q;1971-Q2;6.49;;
FRA;STINT;TOT;PC_PA;Q;1971-Q3;6.37;;
FRA;STINT;TOT;PC_PA;Q;1971-Q4;5.91;;
FRA;STINT;TOT;PC_PA;Q;1972-Q1;5.256.667,00;;
FRA;STINT;TOT;PC_PA;Q;1972-Q2;5.14;;
FRA;STINT;TOT;PC_PA;Q;1972-Q3;4.786.667;;
FRA;STINT;TOT;PC_PA;Q;1972-Q4;6.843.333;;
FRA;STINT;TOT;PC_PA;Q;1973-Q1;7.803.333,00;;
FRA;STINT;TOT;PC_PA;Q;1973-Q2;7.84;;
FRA;STINT;TOT;PC_PA;Q;1973-Q3;9.573.334;;
FRA;STINT;TOT;PC_PA;Q;1973-Q4;11.3;;
FRA;STINT;TOT;PC_PA;Q;1974-Q1;12,75;;
FRA;STINT;TOT;PC_PA;Q;1974-Q2;12.93;;
FRA;STINT;TOT;PC_PA;Q;1974-Q3;1.400.667;;
FRA;STINT;TOT;PC_PA;Q;1974-Q4;12.39;;
FRA;STINT;TOT;PC_PA;Q;1975-Q1;9,92;;
FRA;STINT;TOT;PC_PA;Q;1975-Q2;7.693.333;;
FRA;STINT;TOT;PC_PA;Q;1975-Q3;7.166.667;;
FRA;STINT;TOT;PC_PA;Q;1975-Q4;6.913.333;;
FRA;STINT;TOT;PC_PA;Q;1976-Q1;7.226.666,00;;
FRA;STINT;TOT;PC_PA;Q;1976-Q2;7.823.333;;
FRA;STINT;TOT;PC_PA;Q;1976-Q3;9.226.666;;
FRA;STINT;TOT;PC_PA;Q;1976-Q4;1.048.333;;
FRA;STINT;TOT;PC_PA;Q;1977-Q1;9,94;;
FRA;STINT;TOT;PC_PA;Q;1977-Q2;9.19;;
FRA;STINT;TOT;PC_PA;Q;1977-Q3;8.53;;
FRA;STINT;TOT;PC_PA;Q;1977-Q4;9.203.333;;
FRA;STINT;TOT;PC_PA;Q;1978-Q1;9,88;;
FRA;STINT;TOT;PC_PA;Q;1978-Q2;8.203.333;;
FRA;STINT;TOT;PC_PA;Q;1978-Q3;7.493.333;;
FRA;STINT;TOT;PC_PA;Q;1978-Q4;7.05;;
FRA;STINT;TOT;PC_PA;Q;1979-Q1;6,85;;
FRA;STINT;TOT;PC_PA;Q;1979-Q2;7.763.333;;
FRA;STINT;TOT;PC_PA;Q;1979-Q3;1.082.333;;
FRA;STINT;TOT;PC_PA;Q;1979-Q4;1.249.667;;
FRA;STINT;TOT;PC_PA;Q;1980-Q1;1.299.667,00;;
FRA;STINT;TOT;PC_PA;Q;1980-Q2;1.264.667;;
FRA;STINT;TOT;PC_PA;Q;1980-Q3;1.167.667;;
FRA;STINT;TOT;PC_PA;Q;1980-Q4;1.151.667;;
FRA;STINT;TOT;PC_PA;Q;1981-Q1;1.196.667,00;;
FRA;STINT;TOT;PC_PA;Q;1981-Q2;15.94;;
FRA;STINT;TOT;PC_PA;Q;1981-Q3;17.44;;
FRA;STINT;TOT;PC_PA;Q;1981-Q4;15.69;;
FRA;STINT;TOT;PC_PA;Q;1982-Q1;1.494.667,00;;
FRA;STINT;TOT;PC_PA;Q;1982-Q2;1.608.333;;
FRA;STINT;TOT;PC_PA;Q;1982-Q3;14.39;;
FRA;STINT;TOT;PC_PA;Q;1982-Q4;1.304.333;;
FRA;STINT;TOT;PC_PA;Q;1983-Q1;12,71;;
FRA;STINT;TOT;PC_PA;Q;1983-Q2;12.44;;
FRA;STINT;TOT;PC_PA;Q;1983-Q3;12.39;;
FRA;STINT;TOT;PC_PA;Q;1983-Q4;12.33;;
FRA;STINT;TOT;PC_PA;Q;1984-Q1;1.241.333,00;;
FRA;STINT;TOT;PC_PA;Q;1984-Q2;1.230.333;;
FRA;STINT;TOT;PC_PA;Q;1984-Q3;1.141.333;;
FRA;STINT;TOT;PC_PA;Q;1984-Q4;10.68;;
FRA;STINT;TOT;PC_PA;Q;1985-Q1;1.060.667,00;;
FRA;STINT;TOT;PC_PA;Q;1985-Q2;1.028.667;;
FRA;STINT;TOT;PC_PA;Q;1985-Q3;9.803.333;;
FRA;STINT;TOT;PC_PA;Q;1985-Q4;9.076.667;;
FRA;STINT;TOT;PC_PA;Q;1986-Q1;8.693.334,00;;
FRA;STINT;TOT;PC_PA;Q;1986-Q2;7.363.333;;
FRA;STINT;TOT;PC_PA;Q;1986-Q3;7.106.667;;
FRA;STINT;TOT;PC_PA;Q;1986-Q4;7.674.667;;
FRA;STINT;TOT;PC_PA;Q;1987-Q1;8.340.533,00;;
FRA;STINT;TOT;PC_PA;Q;1987-Q2;8.184.033;;
FRA;STINT;TOT;PC_PA;Q;1987-Q3;7.978.233;;
FRA;STINT;TOT;PC_PA;Q;1987-Q4;8.572.967;;
FRA;STINT;TOT;PC_PA;Q;1988-Q1;80.147,00;;
FRA;STINT;TOT;PC_PA;Q;1988-Q2;7.818.267;;
FRA;STINT;TOT;PC_PA;Q;1988-Q3;7.727.334;;
FRA;STINT;TOT;PC_PA;Q;1988-Q4;8.208.366;;
FRA;STINT;TOT;PC_PA;Q;1989-Q1;9.025.666,00;;
FRA;STINT;TOT;PC_PA;Q;1989-Q2;8.889.267;;
FRA;STINT;TOT;PC_PA;Q;1989-Q3;92.082;;
FRA;STINT;TOT;PC_PA;Q;1989-Q4;104.721;;
FRA;STINT;TOT;PC_PA;Q;1990-Q1;1.101.693,00;;
FRA;STINT;TOT;PC_PA;Q;1990-Q2;9.968.233;;
FRA;STINT;TOT;PC_PA;Q;1990-Q3;1.019.607;;
FRA;STINT;TOT;PC_PA;Q;1990-Q4;1.010.437;;
FRA;STINT;TOT;PC_PA;Q;1991-Q1;9.831.433,00;;
FRA;STINT;TOT;PC_PA;Q;1991-Q2;94.292;;
FRA;STINT;TOT;PC_PA;Q;1991-Q3;95.408;;
FRA;STINT;TOT;PC_PA;Q;1991-Q4;9.658.667;;
FRA;STINT;TOT;PC_PA;Q;1992-Q1;100.496,00;;
FRA;STINT;TOT;PC_PA;Q;1992-Q2;100.403;;
FRA;STINT;TOT;PC_PA;Q;1992-Q3;1.055.087;;
FRA;STINT;TOT;PC_PA;Q;1992-Q4;107.377;;
FRA;STINT;TOT;PC_PA;Q;1993-Q1;118.178,00;;
FRA;STINT;TOT;PC_PA;Q;1993-Q2;8.018.567;;
FRA;STINT;TOT;PC_PA;Q;1993-Q3;77.714;;
FRA;STINT;TOT;PC_PA;Q;1993-Q4;6.739.666;;
FRA;STINT;TOT;PC_PA;Q;1994-Q1;6.288.233,00;;
FRA;STINT;TOT;PC_PA;Q;1994-Q2;57.402;;
FRA;STINT;TOT;PC_PA;Q;1994-Q3;5.622.334;;
FRA;STINT;TOT;PC_PA;Q;1994-Q4;5.735.933;;
FRA;STINT;TOT;PC_PA;Q;1995-Q1;6.600.767,00;;
FRA;STINT;TOT;PC_PA;Q;1995-Q2;74.825;;
FRA;STINT;TOT;PC_PA;Q;1995-Q3;6.122.233;;
FRA;STINT;TOT;PC_PA;Q;1995-Q4;6.107.234;;
FRA;STINT;TOT;PC_PA;Q;1996-Q1;4.460.033,00;;
FRA;STINT;TOT;PC_PA;Q;1996-Q2;3.956.633;;
FRA;STINT;TOT;PC_PA;Q;1996-Q3;38.498;;
FRA;STINT;TOT;PC_PA;Q;1996-Q4;3.476.033;;
FRA;STINT;TOT;PC_PA;Q;1997-Q1;3.349.367,00;;
FRA;STINT;TOT;PC_PA;Q;1997-Q2;3.436.567;;
FRA;STINT;TOT;PC_PA;Q;1997-Q3;34.093;;
FRA;STINT;TOT;PC_PA;Q;1997-Q4;36.561;;
FRA;STINT;TOT;PC_PA;Q;1998-Q1;3.585.467,00;;
FRA;STINT;TOT;PC_PA;Q;1998-Q2;3.602.067;;
FRA;STINT;TOT;PC_PA;Q;1998-Q3;3.552.867;;
FRA;STINT;TOT;PC_PA;Q;1998-Q4;3.488.033;;
FRA;STINT;TOT;PC_PA;Q;1999-Q1;3.090.733,00;;
FRA;STINT;TOT;PC_PA;Q;1999-Q2;2.634.067;;
FRA;STINT;TOT;PC_PA;Q;1999-Q3;26.994;;
FRA;STINT;TOT;PC_PA;Q;1999-Q4;34.298;;
FRA;STINT;TOT;PC_PA;Q;2000-Q1;35.423,00;;
FRA;STINT;TOT;PC_PA;Q;2000-Q2;4.263;;
FRA;STINT;TOT;PC_PA;Q;2000-Q3;47.376;;
FRA;STINT;TOT;PC_PA;Q;2000-Q4;5.024.167;;
FRA;STINT;TOT;PC_PA;Q;2001-Q1;4.745.033,00;;
FRA;STINT;TOT;PC_PA;Q;2001-Q2;4.590.766;;
FRA;STINT;TOT;PC_PA;Q;2001-Q3;4.267.833;;
FRA;STINT;TOT;PC_PA;Q;2001-Q4;34.435;;
FRA;STINT;TOT;PC_PA;Q;2002-Q1;3.362.233,00;;
FRA;STINT;TOT;PC_PA;Q;2002-Q2;3.446;;
FRA;STINT;TOT;PC_PA;Q;2002-Q3;3.357.333;;
FRA;STINT;TOT;PC_PA;Q;2002-Q4;31.088;;
FRA;STINT;TOT;PC_PA;Q;2003-Q1;26.831,00;;
FRA;STINT;TOT;PC_PA;Q;2003-Q2;23.619;;
FRA;STINT;TOT;PC_PA;Q;2003-Q3;2.139.233;;
FRA;STINT;TOT;PC_PA;Q;2003-Q4;2.149.633;;
FRA;STINT;TOT;PC_PA;Q;2004-Q1;2.062.933,00;;
FRA;STINT;TOT;PC_PA;Q;2004-Q2;2.082.467;;
FRA;STINT;TOT;PC_PA;Q;2004-Q3;21.163;;
FRA;STINT;TOT;PC_PA;Q;2004-Q4;21.636;;
FRA;STINT;TOT;PC_PA;Q;2005-Q1;21.403,00;;
FRA;STINT;TOT;PC_PA;Q;2005-Q2;21.246;;
FRA;STINT;TOT;PC_PA;Q;2005-Q3;2.130.333;;
FRA;STINT;TOT;PC_PA;Q;2005-Q4;2.343.467;;
FRA;STINT;TOT;PC_PA;Q;2006-Q1;2.611.567,00;;
FRA;STINT;TOT;PC_PA;Q;2006-Q2;28.895;;
FRA;STINT;TOT;PC_PA;Q;2006-Q3;3.221.367;;
FRA;STINT;TOT;PC_PA;Q;2006-Q4;3.594.467;;
FRA;STINT;TOT;PC_PA;Q;2007-Q1;3.820.333,00;;
FRA;STINT;TOT;PC_PA;Q;2007-Q2;4.064.833;;
FRA;STINT;TOT;PC_PA;Q;2007-Q3;45.005;;
FRA;STINT;TOT;PC_PA;Q;2007-Q4;4.724.767;;
FRA;STINT;TOT;PC_PA;Q;2008-Q1;4,48;;
FRA;STINT;TOT;PC_PA;Q;2008-Q2;4.860.466;;
FRA;STINT;TOT;PC_PA;Q;2008-Q3;49.818;;
FRA;STINT;TOT;PC_PA;Q;2008-Q4;4.214.667;;
FRA;STINT;TOT;PC_PA;Q;2009-Q1;20.117,00;;
FRA;STINT;TOT;PC_PA;Q;2009-Q2;1.310.633;;
FRA;STINT;TOT;PC_PA;Q;2009-Q3;0.8692;;
FRA;STINT;TOT;PC_PA;Q;2009-Q4;0.7219;;
FRA;STINT;TOT;PC_PA;Q;2010-Q1;0,66;;
FRA;STINT;TOT;PC_PA;Q;2010-Q2;0.6862667;;
FRA;STINT;TOT;PC_PA;Q;2010-Q3;0.8749334;;
FRA;STINT;TOT;PC_PA;Q;2010-Q4;1.020.467;;
FRA;STINT;TOT;PC_PA;Q;2011-Q1;1.093.133,00;;
FRA;STINT;TOT;PC_PA;Q;2011-Q2;1.411.633;;
FRA;STINT;TOT;PC_PA;Q;2011-Q3;1.562.067;;
FRA;STINT;TOT;PC_PA;Q;2011-Q4;1.495.567;;
FRA;STINT;TOT;PC_PA;Q;2012-Q1;1.043,00;;
FRA;STINT;TOT;PC_PA;Q;2012-Q2;0.6960334;;
FRA;STINT;TOT;PC_PA;Q;2012-Q3;0.3585667;;
FRA;STINT;TOT;PC_PA;Q;2012-Q4;0.1951333;;
FRA;STINT;TOT;PC_PA;Q;2013-Q1;0,21;;
FRA;STINT;TOT;PC_PA;Q;2013-Q2;0.2068;;
FRA;STINT;TOT;PC_PA;Q;2013-Q3;0.2235;;
FRA;STINT;TOT;PC_PA;Q;2013-Q4;0.2409;;
FRA;STINT;TOT;PC_PA;Q;2014-Q1;0,3;;
FRA;STINT;TOT;PC_PA;Q;2014-Q2;0.2985667;;
FRA;STINT;TOT;PC_PA;Q;2014-Q3;0.1645667;;
FRA;STINT;TOT;PC_PA;Q;2014-Q4;0.08146667;;
FRA;STINT;TOT;PC_PA;Q;2015-Q1;0,05;;
FRA;STINT;TOT;PC_PA;Q;2015-Q2;-0.006533334;;
FRA;STINT;TOT;PC_PA;Q;2015-Q3;-0.0278;;
FRA;STINT;TOT;PC_PA;Q;2015-Q4;-0.08916666;;
FRA;STINT;TOT;PC_PA;Q;2016-Q1;-0,19;;
FRA;STINT;TOT;PC_PA;Q;2016-Q2;-0.2581;;
FRA;STINT;TOT;PC_PA;Q;2016-Q3;-0.2981;;
FRA;STINT;TOT;PC_PA;Q;2016-Q4;-0.3125;;
FRA;STINT;TOT;PC_PA;Q;2017-Q1;-0,33;;
FRA;STINT;TOT;PC_PA;Q;2017-Q2;-0.3299667;;
FRA;STINT;TOT;PC_PA;Q;2017-Q3;-0.3296333;;
FRA;STINT;TOT;PC_PA;Q;2017-Q4;-0.3288;;
FRA;STINT;TOT;PC_PA;Q;2018-Q1;-0,33;;
FRA;STINT;TOT;PC_PA;Q;2018-Q2;-0.3252333;;
FRA;STINT;TOT;PC_PA;Q;2018-Q3;-0.3195;;
FRA;STINT;TOT;PC_PA;Q;2018-Q4;-0.3153333;;
FRA;STINT;TOT;PC_PA;Q;2019-Q1;-0,31;;
FRA;STINT;TOT;PC_PA;Q;2019-Q2;-0.3171;;
FRA;STINT;TOT;PC_PA;Q;2019-Q3;-0.3967333;;
FRA;STINT;TOT;PC_PA;Q;2019-Q4;-0.4029667;;
FRA;STINT;TOT;PC_PA;Q;2020-Q1;-0,41;;
FRA;STINT;TOT;PC_PA;Q;2020-Q2;-0.3006667;;
FRA;STINT;TOT;PC_PA;Q;2020-Q3;-0.4717333;;
FRA;STINT;TOT;PC_PA;Q;2020-Q4;-0.5227;;
FRA;STINT;TOT;PC_PA;Q;2021-Q1;-0,54;;
FRA;STINT;TOT;PC_PA;Q;2021-Q2;-0.5404;;
FRA;STINT;TOT;PC_PA;Q;2021-Q3;-0.5458;;
FRA;STINT;TOT;PC_PA;Q;2021-Q4;-0.5664;;
FRA;STINT;TOT;PC_PA;Q;2022-Q1;-0,53;;
FRA;STINT;TOT;PC_PA;Q;2022-Q2;-0.3576;;
FRA;STINT;TOT;PC_PA;Q;2022-Q3;0.4807333;;
FRA;STINT;TOT;PC_PA;Q;2022-Q4;1.773.067;;
CHL;STINT;TOT;PC_PA;M;1997-07;12.54;;
CHL;STINT;TOT;PC_PA;M;1997-08;13.77;;
CHL;STINT;TOT;PC_PA;M;1997-09;13.47;;
CHL;STINT;TOT;PC_PA;M;1997-10;14.82;;
CHL;STINT;TOT;PC_PA;M;1997-11;13.04;;
CHL;STINT;TOT;PC_PA;M;1997-12;10.63;;
CHL;STINT;TOT;PC_PA;M;1998-01;19.17;;
CHL;STINT;TOT;PC_PA;M;1998-02;18.23;;
CHL;STINT;TOT;PC_PA;M;1998-03;14.36;;
CHL;STINT;TOT;PC_PA;M;1998-04;15.72;;
CHL;STINT;TOT;PC_PA;M;1998-05;14.75;;
CHL;STINT;TOT;PC_PA;M;1998-06;14.86;;
CHL;STINT;TOT;PC_PA;M;1998-07;16.48;;
CHL;STINT;TOT;PC_PA;M;1998-08;18.65;;
CHL;STINT;TOT;PC_PA;M;1998-10;18.78;;
CHL;STINT;TOT;PC_PA;M;1998-11;14.89;;
CHL;STINT;TOT;PC_PA;M;1998-12;13.49;;
CHL;STINT;TOT;PC_PA;M;1999-01;12.75;;
CHL;STINT;TOT;PC_PA;M;1999-02;10.04;;
CHL;STINT;TOT;PC_PA;M;1999-03;11.09;;
CHL;STINT;TOT;PC_PA;M;1999-04;13.59;;
CHL;STINT;TOT;PC_PA;M;1999-05;11.71;;
CHL;STINT;TOT;PC_PA;M;1999-06;9.28;;
CHL;STINT;TOT;PC_PA;M;1999-07;9.76;;
CHL;STINT;TOT;PC_PA;M;1999-08;9.93;;
CHL;STINT;TOT;PC_PA;M;1999-09;9.91;;
CHL;STINT;TOT;PC_PA;M;1999-10;10.68;;
CHL;STINT;TOT;PC_PA;M;1999-11;11.63;;
CHL;STINT;TOT;PC_PA;M;1999-12;11.09;;
CHL;STINT;TOT;PC_PA;M;2000-01;10.05;;
CHL;STINT;TOT;PC_PA;M;2000-02;12.17;;
CHL;STINT;TOT;PC_PA;M;2000-03;13.43;;
CHL;STINT;TOT;PC_PA;M;2000-04;11.76;;
CHL;STINT;TOT;PC_PA;M;2000-05;10.67;;
CHL;STINT;TOT;PC_PA;M;2000-06;9.72;;
CHL;STINT;TOT;PC_PA;M;2000-07;9.9;;
CHL;STINT;TOT;PC_PA;M;2000-08;9.37;;
CHL;STINT;TOT;PC_PA;M;2000-09;10.32;;
CHL;STINT;TOT;PC_PA;M;2000-10;11.5;;
CHL;STINT;TOT;PC_PA;M;2000-11;10.9;;
CHL;STINT;TOT;PC_PA;M;2000-12;9.3;;
CHL;STINT;TOT;PC_PA;M;2001-01;8.3;;
CHL;STINT;TOT;PC_PA;M;2001-02;8.06;;
CHL;STINT;TOT;PC_PA;M;2001-03;6.14;;
CHL;STINT;TOT;PC_PA;M;2001-04;8.62;;
CHL;STINT;TOT;PC_PA;M;2001-05;8.69;;
CHL;STINT;TOT;PC_PA;M;2001-06;6.74;;
CHL;STINT;TOT;PC_PA;M;2001-07;6.44;;
CHL;STINT;TOT;PC_PA;M;2001-08;7.07;;
CHL;STINT;TOT;PC_PA;M;2001-09;7.18;;
CHL;STINT;TOT;PC_PA;M;2001-10;6.61;;
CHL;STINT;TOT;PC_PA;M;2001-11;6.44;;
CHL;STINT;TOT;PC_PA;M;2001-12;6.51;;
CHL;STINT;TOT;PC_PA;M;2002-01;6;;
CHL;STINT;TOT;PC_PA;M;2002-02;5.56;;
CHL;STINT;TOT;PC_PA;M;2002-03;4.73;;
CHL;STINT;TOT;PC_PA;M;2002-04;4.39;;
CHL;STINT;TOT;PC_PA;M;2002-05;4.15;;
CHL;STINT;TOT;PC_PA;M;2002-06;4.03;;
CHL;STINT;TOT;PC_PA;M;2002-07;3.51;;
CHL;STINT;TOT;PC_PA;M;2002-08;2.96;;
CHL;STINT;TOT;PC_PA;M;2002-09;2.99;;
CHL;STINT;TOT;PC_PA;M;2002-10;3.03;;
CHL;STINT;TOT;PC_PA;M;2002-11;2.87;;
CHL;STINT;TOT;PC_PA;M;2002-12;2.88;;
CHL;STINT;TOT;PC_PA;M;2003-01;2.97;;
CHL;STINT;TOT;PC_PA;M;2003-02;2.94;;
CHL;STINT;TOT;PC_PA;M;2003-03;2.65;;
CHL;STINT;TOT;PC_PA;M;2003-04;2.48;;
CHL;STINT;TOT;PC_PA;M;2003-05;2.59;;
CHL;STINT;TOT;PC_PA;M;2003-06;2.78;;
CHL;STINT;TOT;PC_PA;M;2003-07;2.97;;
CHL;STINT;TOT;PC_PA;M;2003-08;2.94;;
CHL;STINT;TOT;PC_PA;M;2003-09;2.84;;
CHL;STINT;TOT;PC_PA;M;2003-10;2.75;;
CHL;STINT;TOT;PC_PA;M;2003-11;2.72;;
CHL;STINT;TOT;PC_PA;M;2003-12;2.58;;
CHL;STINT;TOT;PC_PA;M;2004-01;1.8;;
CHL;STINT;TOT;PC_PA;M;2004-02;1.58;;
CHL;STINT;TOT;PC_PA;M;2004-03;1.57;;
CHL;STINT;TOT;PC_PA;M;2004-04;1.49;;
CHL;STINT;TOT;PC_PA;M;2004-05;1.31;;
CHL;STINT;TOT;PC_PA;M;2004-06;1.53;;
CHL;STINT;TOT;PC_PA;M;2004-07;1.66;;
CHL;STINT;TOT;PC_PA;M;2004-08;1.68;;
CHL;STINT;TOT;PC_PA;M;2004-09;2.33;;
CHL;STINT;TOT;PC_PA;M;2004-10;2.35;;
CHL;STINT;TOT;PC_PA;M;2004-11;2.34;;
CHL;STINT;TOT;PC_PA;M;2004-12;2.32;;
CHL;STINT;TOT;PC_PA;M;2005-01;2.49;;
CHL;STINT;TOT;PC_PA;M;2005-02;2.95;;
CHL;STINT;TOT;PC_PA;M;2005-03;2.83;;
CHL;STINT;TOT;PC_PA;M;2005-04;2.92;;
CHL;STINT;TOT;PC_PA;M;2005-05;3.24;;
CHL;STINT;TOT;PC_PA;M;2005-06;2.85;;
CHL;STINT;TOT;PC_PA;M;2005-07;3.01;;
CHL;STINT;TOT;PC_PA;M;2005-08;3.83;;
